template,prompt,target,meta_json
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL1372, <WIND> 300 at 13, <RWY> 23L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> UAL1372, <DIST> 15 miles out.","[ATC]: UAL1372, wind 300 at 13, Runway 23L cleared to land.","{""callsign"": ""UAL1372"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 23.4, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 300, ""wind_spd"": 13, ""gate"": ""D2"", ""route"": ""Charlie, Alpha, Juliet""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N5459W, <ALT> 5000ft, <RWY> 05R, <DIST> 17.0NM [Pilot]: Greensboro Approach, <F#> N5459W, level 7000 feet, inbound for landing.","[ATC]: N5459W, radar contact, descend and maintain 5000, expect ILS Runway 05R.","{""callsign"": ""N5459W"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 17.0, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""14"", ""wind_dir"": 260, ""wind_spd"": 7, ""gate"": ""A5"", ""route"": ""Hotel, Bravo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA8343, <WIND> 290 at 12, <RWY> 05L, <DIST> 14mi [Pilot]: Greensboro Tower, <F#> ASA8343, <DIST> 14 miles out.","[ATC]: ASA8343, wind 290 at 12, Runway 05L cleared to land.","{""callsign"": ""ASA8343"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 14.4, ""dist_mi"": 14, ""rwy"": ""05L"", ""hs_rwy"": ""23L"", ""wind_dir"": 290, ""wind_spd"": 12, ""gate"": ""C3"", ""route"": ""Hotel, Echo, Golf""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL8451, <TXWY> Golf, Hotel, <GATE> C5 [Pilot]: Greensboro Ground, <F#> AAL8451, clear of active, request taxi to Gate <GATE> C5.","[ATC]: AAL8451, taxi to Gate C5 via Golf, Hotel.","{""callsign"": ""AAL8451"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 16.1, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""32"", ""wind_dir"": 190, ""wind_spd"": 12, ""gate"": ""C5"", ""route"": ""Golf, Hotel""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL6660, <TXWY> Foxtrot, Delta, Echo, <GATE> A1 [Pilot]: Greensboro Ground, <F#> DAL6660, clear of active, request taxi to Gate <GATE> A1.","[ATC]: DAL6660, taxi to Gate A1 via Foxtrot, Delta, Echo.","{""callsign"": ""DAL6660"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 14.4, ""dist_mi"": 14, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 250, ""wind_spd"": 6, ""gate"": ""A1"", ""route"": ""Foxtrot, Delta, Echo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL6832, <WIND> 260 at 10, <RWY> 05L, <DIST> 8mi [Pilot]: Greensboro Tower, <F#> UAL6832, <DIST> 8 miles out.","[ATC]: UAL6832, wind 260 at 10, Runway 05L cleared to land.","{""callsign"": ""UAL6832"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 7.8, ""dist_mi"": 8, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 260, ""wind_spd"": 10, ""gate"": ""A3"", ""route"": ""Bravo, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU5469, <ALT> 3000ft, <RWY> 05L, <DIST> 7.0NM [Pilot]: Greensboro Approach, <F#> JBU5469, level 8000 feet, inbound for landing.","[ATC]: JBU5469, radar contact, descend and maintain 3000, expect ILS Runway 05L.","{""callsign"": ""JBU5469"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 7.0, ""dist_mi"": 7, ""rwy"": ""05L"", ""hs_rwy"": ""32"", ""wind_dir"": 200, ""wind_spd"": 7, ""gate"": ""A1"", ""route"": ""Echo, Juliet, Kilo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N8781L, <ALT> 4000ft, <RWY> 32, <DIST> 18.8NM [Pilot]: Greensboro Approach, <F#> N8781L, level 6000 feet, inbound for landing.","[ATC]: N8781L, radar contact, descend and maintain 4000, expect ILS Runway 32.","{""callsign"": ""N8781L"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 18.8, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 250, ""wind_spd"": 11, ""gate"": ""B4"", ""route"": ""Hotel, Kilo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA6868, <GATE> D2, <RWY> 32, <TXWY> Kilo, Alpha, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> SWA6868, at Gate <GATE> D2, request taxi to Runway <RWY> 32.","[ATC]: SWA6868, taxi to Runway 32 via Kilo, Alpha, hold short of Runway 14.","{""callsign"": ""SWA6868"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 19.8, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 270, ""wind_spd"": 9, ""gate"": ""D2"", ""route"": ""Kilo, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA5497, <ALT> 6000ft, <RWY> 05L, <DIST> 8.6NM [Pilot]: Greensboro Approach, <F#> ASA5497, level 6000 feet, inbound for landing.","[ATC]: ASA5497, radar contact, descend and maintain 6000, expect ILS Runway 05L.","{""callsign"": ""ASA5497"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 8.6, ""dist_mi"": 9, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 190, ""wind_spd"": 9, ""gate"": ""D2"", ""route"": ""Hotel, Lima""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT9792, <GATE> A1, <RWY> 23R, <TXWY> Hotel, Alpha, Echo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> FFT9792, at Gate <GATE> A1, request taxi to Runway <RWY> 23R.","[ATC]: FFT9792, taxi to Runway 23R via Hotel, Alpha, Echo, hold short of Runway 05L.","{""callsign"": ""FFT9792"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 23.4, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 320, ""wind_spd"": 12, ""gate"": ""A1"", ""route"": ""Hotel, Alpha, Echo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT6954, <WIND> 270 at 8, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT6954, <DIST> 15 miles out.","[ATC]: FFT6954, wind 270 at 8, Runway 05R cleared to land.","{""callsign"": ""FFT6954"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 21.3, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 270, ""wind_spd"": 8, ""gate"": ""A5"", ""route"": ""Bravo, Juliet, Echo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL6270, <ALT> 4000ft, <RWY> 23L, <DIST> 13.8NM [Pilot]: Greensboro Approach, <F#> UAL6270, level 7000 feet, inbound for landing.","[ATC]: UAL6270, radar contact, descend and maintain 4000, expect ILS Runway 23L.","{""callsign"": ""UAL6270"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 13.8, ""dist_mi"": 14, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 290, ""wind_spd"": 13, ""gate"": ""C1"", ""route"": ""Foxtrot, Juliet, Hotel""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL4900, <GATE> A5, <RWY> 14, <TXWY> Kilo, Bravo, Juliet, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> UAL4900, at Gate <GATE> A5, request taxi to Runway <RWY> 14.","[ATC]: UAL4900, taxi to Runway 14 via Kilo, Bravo, Juliet, hold short of Runway 23L.","{""callsign"": ""UAL4900"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 21.2, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 230, ""wind_spd"": 10, ""gate"": ""A5"", ""route"": ""Kilo, Bravo, Juliet""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> JBU2994, <WIND> 190 at 13, <RWY> 23L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> JBU2994, <DIST> 15 miles out.","[ATC]: JBU2994, wind 190 at 13, Runway 23L cleared to land.","{""callsign"": ""JBU2994"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 18.2, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 190, ""wind_spd"": 13, ""gate"": ""B4"", ""route"": ""Bravo, Delta, Lima""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT3402, <ALT> 5000ft, <RWY> 05R, <DIST> 13.2NM [Pilot]: Greensboro Approach, <F#> FFT3402, level 9000 feet, inbound for landing.","[ATC]: FFT3402, radar contact, descend and maintain 5000, expect ILS Runway 05R.","{""callsign"": ""FFT3402"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 13.2, ""dist_mi"": 13, ""rwy"": ""05R"", ""hs_rwy"": ""05L"", ""wind_dir"": 230, ""wind_spd"": 16, ""gate"": ""D4"", ""route"": ""Kilo, Alpha, Delta""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> JBU6942, <WIND> 250 at 14, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> JBU6942, <DIST> 15 miles out.","[ATC]: JBU6942, wind 250 at 14, Runway 32 cleared to land.","{""callsign"": ""JBU6942"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 21.2, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 250, ""wind_spd"": 14, ""gate"": ""A3"", ""route"": ""Delta, Golf""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL9916, <WIND> 180 at 15, <RWY> 23R, <DIST> 13mi [Pilot]: Greensboro Tower, <F#> UAL9916, <DIST> 13 miles out.","[ATC]: UAL9916, wind 180 at 15, Runway 23R cleared to land.","{""callsign"": ""UAL9916"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 12.6, ""dist_mi"": 13, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 180, ""wind_spd"": 15, ""gate"": ""C5"", ""route"": ""Lima, Juliet, Bravo""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N943U, <TXWY> Echo, Juliet, Delta, <GATE> A3 [Pilot]: Greensboro Ground, <F#> N943U, clear of active, request taxi to Gate <GATE> A3.","[ATC]: N943U, taxi to Gate A3 via Echo, Juliet, Delta.","{""callsign"": ""N943U"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 5.9, ""dist_mi"": 6, ""rwy"": ""32"", ""hs_rwy"": ""23L"", ""wind_dir"": 180, ""wind_spd"": 9, ""gate"": ""A3"", ""route"": ""Echo, Juliet, Delta""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL233, <WIND> 180 at 9, <RWY> 14, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> DAL233, <DIST> 10 miles out.","[ATC]: DAL233, wind 180 at 9, Runway 14 cleared to land.","{""callsign"": ""DAL233"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 10.1, ""dist_mi"": 10, ""rwy"": ""14"", ""hs_rwy"": ""32"", ""wind_dir"": 180, ""wind_spd"": 9, ""gate"": ""D4"", ""route"": ""Juliet, Bravo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT1312, <WIND> 270 at 15, <RWY> 23L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT1312, <DIST> 15 miles out.","[ATC]: FFT1312, wind 270 at 15, Runway 23L cleared to land.","{""callsign"": ""FFT1312"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 18.9, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 270, ""wind_spd"": 15, ""gate"": ""D2"", ""route"": ""Charlie, Hotel""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU4938, <ALT> 3000ft, <RWY> 23L, <DIST> 9.2NM [Pilot]: Greensboro Approach, <F#> JBU4938, level 10000 feet, inbound for landing.","[ATC]: JBU4938, radar contact, descend and maintain 3000, expect ILS Runway 23L.","{""callsign"": ""JBU4938"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 9.2, ""dist_mi"": 9, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 300, ""wind_spd"": 14, ""gate"": ""A1"", ""route"": ""Charlie, Juliet, Delta""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N6775L, <TXWY> Hotel, Alpha, Kilo, <GATE> C1 [Pilot]: Greensboro Ground, <F#> N6775L, clear of active, request taxi to Gate <GATE> C1.","[ATC]: N6775L, taxi to Gate C1 via Hotel, Alpha, Kilo.","{""callsign"": ""N6775L"", ""pilot_alt"": 9000, ""assign_alt"": 3000, ""dist_nm"": 21.1, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 200, ""wind_spd"": 9, ""gate"": ""C1"", ""route"": ""Hotel, Alpha, Kilo""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL8556, <TXWY> Charlie, Foxtrot, <GATE> D2 [Pilot]: Greensboro Ground, <F#> AAL8556, clear of active, request taxi to Gate <GATE> D2.","[ATC]: AAL8556, taxi to Gate D2 via Charlie, Foxtrot.","{""callsign"": ""AAL8556"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 14.8, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 300, ""wind_spd"": 14, ""gate"": ""D2"", ""route"": ""Charlie, Foxtrot""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9974, <WIND> 180 at 13, <RWY> 32, <DIST> 8mi [Pilot]: Greensboro Tower, <F#> DAL9974, <DIST> 8 miles out.","[ATC]: DAL9974, wind 180 at 13, Runway 32 cleared to land.","{""callsign"": ""DAL9974"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 7.7, ""dist_mi"": 8, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 180, ""wind_spd"": 13, ""gate"": ""C1"", ""route"": ""Kilo, Hotel""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT2680, <GATE> B2, <RWY> 23L, <TXWY> Lima, Delta, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> FFT2680, at Gate <GATE> B2, request taxi to Runway <RWY> 23L.","[ATC]: FFT2680, taxi to Runway 23L via Lima, Delta, hold short of Runway 05R.","{""callsign"": ""FFT2680"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 9.3, ""dist_mi"": 9, ""rwy"": ""23L"", ""hs_rwy"": ""05R"", ""wind_dir"": 230, ""wind_spd"": 13, ""gate"": ""B2"", ""route"": ""Lima, Delta""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N3292U, <GATE> A3, <RWY> 05L, <TXWY> Juliet, Kilo, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> N3292U, at Gate <GATE> A3, request taxi to Runway <RWY> 05L.","[ATC]: N3292U, taxi to Runway 05L via Juliet, Kilo, hold short of Runway 23R.","{""callsign"": ""N3292U"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 7.2, ""dist_mi"": 7, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 270, ""wind_spd"": 6, ""gate"": ""A3"", ""route"": ""Juliet, Kilo""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT7398, <TXWY> Bravo, Golf, <GATE> B4 [Pilot]: Greensboro Ground, <F#> FFT7398, clear of active, request taxi to Gate <GATE> B4.","[ATC]: FFT7398, taxi to Gate B4 via Bravo, Golf.","{""callsign"": ""FFT7398"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 8.7, ""dist_mi"": 9, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 280, ""wind_spd"": 16, ""gate"": ""B4"", ""route"": ""Bravo, Golf""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA2926, <GATE> A5, <RWY> 23R, <TXWY> Lima, Bravo, Foxtrot, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> SWA2926, at Gate <GATE> A5, request taxi to Runway <RWY> 23R.","[ATC]: SWA2926, taxi to Runway 23R via Lima, Bravo, Foxtrot, hold short of Runway 05R.","{""callsign"": ""SWA2926"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 6.9, ""dist_mi"": 7, ""rwy"": ""23R"", ""hs_rwy"": ""05R"", ""wind_dir"": 180, ""wind_spd"": 14, ""gate"": ""A5"", ""route"": ""Lima, Bravo, Foxtrot""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA4702, <WIND> 210 at 6, <RWY> 23L, <DIST> 11mi [Pilot]: Greensboro Tower, <F#> SWA4702, <DIST> 11 miles out.","[ATC]: SWA4702, wind 210 at 6, Runway 23L cleared to land.","{""callsign"": ""SWA4702"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 11.4, ""dist_mi"": 11, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 210, ""wind_spd"": 6, ""gate"": ""B6"", ""route"": ""Lima, Foxtrot""}"
